label,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41
N,0.0,0.0,-0.17333333333333334,0.13333333333333333,-0.2088888888888889,0.32,-0.16444444444444445,0.47555555555555556,-0.10222222222222223,0.5822222222222222,-0.19111111111111112,0.4088888888888889,-0.15555555555555556,0.6711111111111111,-0.12444444444444444,0.8044444444444444,-0.09777777777777778,0.9155555555555556,-0.04888888888888889,0.41333333333333333,-0.017777777777777778,0.7111111111111111,-0.013333333333333334,0.88,0.0,1.0,0.07555555555555556,0.39111111111111113,0.10666666666666667,0.6533333333333333,0.044444444444444446,0.6133333333333333,0.0044444444444444444,0.5377777777777778,0.16444444444444445,0.3466666666666667,0.16,0.52,0.10666666666666667,0.5022222222222222,0.06666666666666667,0.4533333333333333
N,0.0,0.0,-0.17543859649122806,0.13596491228070176,-0.20614035087719298,0.32456140350877194,-0.15789473684210525,0.4824561403508772,-0.09210526315789473,0.5877192982456141,-0.17982456140350878,0.4166666666666667,-0.14035087719298245,0.6754385964912281,-0.10964912280701754,0.8114035087719298,-0.08333333333333333,0.9210526315789473,-0.039473684210526314,0.4166666666666667,-0.008771929824561403,0.7149122807017544,0.0,0.881578947368421,0.013157894736842105,1.0,0.08771929824561403,0.39473684210526316,0.11842105263157894,0.6578947368421053,0.05263157894736842,0.6228070175438597,0.013157894736842105,0.5482456140350878,0.17543859649122806,0.35526315789473684,0.16666666666666666,0.5263157894736842,0.10964912280701754,0.5087719298245614,0.07017543859649122,0.4649122807017544
N,0.0,0.0,-0.18340611353711792,0.13100436681222707,-0.2183406113537118,0.31877729257641924,-0.1703056768558952,0.48034934497816595,-0.1091703056768559,0.5895196506550219,-0.17903930131004367,0.4148471615720524,-0.13973799126637554,0.6768558951965066,-0.11353711790393013,0.8078602620087336,-0.08296943231441048,0.9213973799126638,-0.039301310043668124,0.4192139737991266,-0.008733624454148471,0.7117903930131004,-0.004366812227074236,0.8820960698689956,0.013100436681222707,1.0,0.08733624454148471,0.39737991266375544,0.11353711790393013,0.6593886462882096,0.048034934497816595,0.6244541484716157,0.008733624454148471,0.5502183406113537,0.17467248908296942,0.3624454148471616,0.1615720524017467,0.5283842794759825,0.10480349344978165,0.519650655021834,0.06986899563318777,0.4759825327510917
N,0.0,0.0,-0.1894273127753304,0.12334801762114538,-0.23788546255506607,0.31277533039647576,-0.1894273127753304,0.4801762114537445,-0.12334801762114538,0.5859030837004405,-0.19383259911894274,0.4185022026431718,-0.15418502202643172,0.6784140969162996,-0.12334801762114538,0.8149779735682819,-0.09691629955947137,0.920704845814978,-0.05286343612334802,0.43171806167400884,-0.022026431718061675,0.7180616740088106,-0.01762114537444934,0.8854625550660793,-0.004405286343612335,1.0,0.07048458149779736,0.41409691629955947,0.09251101321585903,0.6651982378854625,0.030837004405286344,0.6299559471365639,0.0,0.5550660792951542,0.15859030837004406,0.3788546255506608,0.14537444933920704,0.5462555066079295,0.09251101321585903,0.5374449339207048,0.06167400881057269,0.4933920704845815
N,0.0,0.0,-0.18385650224215247,0.1210762331838565,-0.23766816143497757,0.31390134529147984,-0.18834080717488788,0.4798206278026906,-0.1210762331838565,0.5919282511210763,-0.19730941704035873,0.4170403587443946,-0.15695067264573992,0.6816143497757847,-0.12556053811659193,0.8161434977578476,-0.09865470852017937,0.9237668161434978,-0.053811659192825115,0.4304932735426009,-0.02242152466367713,0.7174887892376681,-0.017937219730941704,0.8834080717488789,-0.004484304932735426,1.0,0.07174887892376682,0.4125560538116592,0.08968609865470852,0.6681614349775785,0.03139013452914798,0.6322869955156951,0.004484304932735426,0.5560538116591929,0.16591928251121077,0.3811659192825112,0.14798206278026907,0.5605381165919282,0.09865470852017937,0.547085201793722,0.07174887892376682,0.4977578475336323
N,0.0,0.0,-0.17272727272727273,0.12727272727272726,-0.20909090909090908,0.32272727272727275,-0.15454545454545454,0.4909090909090909,-0.07272727272727272,0.5954545454545455,-0.19090909090909092,0.4090909090909091,-0.15,0.6772727272727272,-0.12272727272727273,0.8090909090909091,-0.09090909090909091,0.9181818181818182,-0.045454545454545456,0.41818181818181815,-0.013636363636363636,0.7136363636363636,-0.00909090909090909,0.8818181818181818,0.004545454545454545,1.0,0.08181818181818182,0.40454545454545454,0.09545454545454546,0.6681818181818182,0.04090909090909091,0.6272727272727273,0.013636363636363636,0.5454545454545454,0.17727272727272728,0.37727272727272726,0.1590909090909091,0.5590909090909091,0.10909090909090909,0.5409090909090909,0.08181818181818182,0.4863636363636364
N,0.0,0.0,-0.17050691244239632,0.1336405529953917,-0.20276497695852536,0.3271889400921659,-0.14746543778801843,0.4930875576036866,-0.06912442396313365,0.5990783410138248,-0.1889400921658986,0.4055299539170507,-0.14746543778801843,0.6728110599078341,-0.11981566820276497,0.8064516129032258,-0.09216589861751152,0.9124423963133641,-0.04608294930875576,0.4147465437788018,-0.013824884792626729,0.7096774193548387,-0.004608294930875576,0.880184331797235,0.009216589861751152,1.0,0.08294930875576037,0.39631336405529954,0.0967741935483871,0.6589861751152074,0.03686635944700461,0.6175115207373272,0.009216589861751152,0.5391705069124424,0.17511520737327188,0.37327188940092165,0.15668202764976957,0.5483870967741935,0.10599078341013825,0.5299539170506913,0.08294930875576037,0.47465437788018433
N,0.0,0.0,-0.17535545023696683,0.12796208530805686,-0.2132701421800948,0.32701421800947866,-0.16587677725118483,0.4928909952606635,-0.0947867298578199,0.6018957345971564,-0.1990521327014218,0.4075829383886256,-0.15639810426540285,0.6729857819905213,-0.12322274881516587,0.8104265402843602,-0.0947867298578199,0.919431279620853,-0.052132701421800945,0.41706161137440756,-0.018957345971563982,0.7109004739336493,-0.009478672985781991,0.8815165876777251,0.004739336492890996,1.0,0.07582938388625593,0.3981042654028436,0.0947867298578199,0.6635071090047393,0.03317535545023697,0.6255924170616114,0.004739336492890996,0.5402843601895735,0.17061611374407584,0.3696682464454976,0.14691943127962084,0.5450236966824644,0.0947867298578199,0.5308056872037915,0.06635071090047394,0.47393364928909953
N,0.0,0.0,-0.1796116504854369,0.13106796116504854,-0.22815533980582525,0.32524271844660196,-0.18446601941747573,0.49514563106796117,-0.11650485436893204,0.6067961165048543,-0.20388349514563106,0.4077669902912621,-0.16019417475728157,0.6747572815533981,-0.13106796116504854,0.8106796116504854,-0.0970873786407767,0.9223300970873787,-0.05825242718446602,0.4223300970873786,-0.024271844660194174,0.7184466019417476,-0.014563106796116505,0.883495145631068,0.0,1.0,0.07281553398058252,0.4029126213592233,0.09223300970873786,0.6699029126213593,0.02912621359223301,0.6310679611650486,0.0,0.5533980582524272,0.16990291262135923,0.36893203883495146,0.15048543689320387,0.5485436893203883,0.0970873786407767,0.5339805825242718,0.06310679611650485,0.48058252427184467
N,0.0,0.0,-0.18226600985221675,0.1330049261083744,-0.22660098522167488,0.32019704433497537,-0.1921182266009852,0.49261083743842365,-0.12807881773399016,0.6059113300492611,-0.20689655172413793,0.4088669950738916,-0.1625615763546798,0.6748768472906403,-0.12807881773399016,0.812807881773399,-0.09852216748768473,0.9211822660098522,-0.059113300492610835,0.4187192118226601,-0.024630541871921183,0.7192118226600985,-0.019704433497536946,0.8866995073891626,-0.0049261083743842365,1.0,0.06896551724137931,0.39901477832512317,0.09852216748768473,0.6699507389162561,0.034482758620689655,0.6354679802955665,0.0,0.5566502463054187,0.16748768472906403,0.3645320197044335,0.15270935960591134,0.541871921182266,0.09852216748768473,0.5320197044334976,0.06403940886699508,0.47783251231527096
