A,0.0,0.0,-0.37777777777777777,-0.14814814814814814,-0.6296296296296297,-0.4666666666666667,-0.6962962962962963,-0.762962962962963,-0.7777777777777778,-1.0,-0.4222222222222222,-0.7703703703703704,-0.4740740740740741,-0.9407407407407408,-0.4148148148148148,-0.725925925925926,-0.35555555555555557,-0.5111111111111111,-0.18518518518518517,-0.7703703703703704,-0.24444444444444444,-0.9333333333333333,-0.2,-0.6296296296296297,-0.14814814814814814,-0.37777777777777777,0.044444444444444446,-0.7407407407407407,-0.007407407407407408,-0.8592592592592593,0.0,-0.5333333333333333,0.022222222222222223,-0.2962962962962963,0.26666666666666666,-0.674074074074074,0.21481481481481482,-0.8222222222222222,0.17037037037037037,-0.6148148148148148,0.14814814814814814,-0.4444444444444444
A,0.0,0.0,-0.44,-0.128,-0.72,-0.44,-0.776,-0.752,-0.736,-0.952,-0.488,-0.76,-0.6,-0.992,-0.528,-0.736,-0.448,-0.584,-0.24,-0.792,-0.336,-1.0,-0.288,-0.672,-0.216,-0.56,0.008,-0.784,-0.08,-0.984,-0.064,-0.656,-0.008,-0.528,0.28,-0.744,0.176,-0.96,0.152,-0.728,0.184,-0.608
A,0.0,0.0,-0.44,-0.128,-0.72,-0.44,-0.776,-0.752,-0.736,-0.952,-0.488,-0.76,-0.6,-1.0,-0.528,-0.72,-0.448,-0.584,-0.248,-0.792,-0.336,-1.0,-0.288,-0.664,-0.216,-0.568,0.008,-0.784,-0.08,-0.984,-0.064,-0.656,-0.008,-0.536,0.272,-0.744,0.176,-0.96,0.152,-0.728,0.184,-0.608
A,0.0,0.0,-0.4263565891472868,-0.13953488372093023,-0.6744186046511628,-0.4418604651162791,-0.7209302325581395,-0.7596899224806202,-0.7209302325581395,-0.9689922480620154,-0.4418604651162791,-0.7596899224806202,-0.5271317829457365,-0.9767441860465116,-0.4806201550387597,-0.7286821705426356,-0.4108527131782946,-0.5891472868217055,-0.21705426356589147,-0.7906976744186046,-0.2868217054263566,-1.0,-0.2558139534883721,-0.6821705426356589,-0.1937984496124031,-0.5658914728682171,0.015503875968992248,-0.7751937984496124,-0.046511627906976744,-0.9844961240310077,-0.05426356589147287,-0.6589147286821705,-0.007751937984496124,-0.5348837209302325,0.27906976744186046,-0.7286821705426356,0.20155038759689922,-0.937984496124031,0.15503875968992248,-0.7209302325581395,0.17054263565891473,-0.5968992248062015
A,0.0,0.0,-0.4230769230769231,-0.12307692307692308,-0.6692307692307692,-0.4307692307692308,-0.7153846153846154,-0.7384615384615385,-0.7153846153846154,-0.9615384615384616,-0.4461538461538462,-0.7538461538461538,-0.5230769230769231,-0.9769230769230769,-0.4846153846153846,-0.7230769230769231,-0.4153846153846154,-0.5769230769230769,-0.2153846153846154,-0.7769230769230769,-0.27692307692307694,-1.0,-0.25384615384615383,-0.676923076923077,-0.2,-0.5615384615384615,0.015384615384615385,-0.7615384615384615,-0.038461538461538464,-0.9692307692307692,-0.046153846153846156,-0.6538461538461539,-0.007692307692307693,-0.5230769230769231,0.27692307692307694,-0.7153846153846154,0.2,-0.9230769230769231,0.15384615384615385,-0.7076923076923077,0.16923076923076924,-0.5846153846153846
A,0.0,0.0,-0.4153846153846154,-0.13846153846153847,-0.6615384615384615,-0.4461538461538462,-0.7076923076923077,-0.7538461538461538,-0.7076923076923077,-0.9769230769230769,-0.43846153846153846,-0.7615384615384615,-0.5153846153846153,-0.9769230769230769,-0.46923076923076923,-0.7307692307692307,-0.4076923076923077,-0.5846153846153846,-0.2076923076923077,-0.7923076923076923,-0.2692307692307692,-1.0,-0.24615384615384617,-0.6846153846153846,-0.18461538461538463,-0.5692307692307692,0.03076923076923077,-0.7769230769230769,-0.03076923076923077,-0.9692307692307692,-0.038461538461538464,-0.6615384615384615,0.0,-0.5307692307692308,0.2846153846153846,-0.7230769230769231,0.2153846153846154,-0.9384615384615385,0.16153846153846155,-0.7153846153846154,0.17692307692307693,-0.5923076923076923
A,0.0,0.0,-0.4186046511627907,-0.13953488372093023,-0.6744186046511628,-0.4496124031007752,-0.7209302325581395,-0.751937984496124,-0.7054263565891473,-0.9767441860465116,-0.4418604651162791,-0.7596899224806202,-0.5193798449612403,-0.9922480620155039,-0.4806201550387597,-0.7441860465116279,-0.4186046511627907,-0.5968992248062015,-0.20930232558139536,-0.7829457364341085,-0.26356589147286824,-1.0,-0.24806201550387597,-0.689922480620155,-0.1937984496124031,-0.5736434108527132,0.031007751937984496,-0.7751937984496124,-0.023255813953488372,-0.9689922480620154,-0.03875968992248062,-0.6589147286821705,0.0,-0.5348837209302325,0.29457364341085274,-0.7209302325581395,0.23255813953488372,-0.937984496124031,0.17829457364341086,-0.7286821705426356,0.18604651162790697,-0.6124031007751938
A,0.0,0.0,-0.40441176470588236,-0.16176470588235295,-0.6029411764705882,-0.47794117647058826,-0.5882352941176471,-0.7794117647058824,-0.6102941176470589,-1.0,-0.375,-0.7573529411764706,-0.4338235294117647,-0.9705882352941176,-0.4117647058823529,-0.7205882352941176,-0.3602941176470588,-0.5955882352941176,-0.14705882352941177,-0.7720588235294118,-0.19852941176470587,-0.9705882352941176,-0.20588235294117646,-0.6691176470588235,-0.16176470588235295,-0.5661764705882353,0.07352941176470588,-0.7426470588235294,0.029411764705882353,-0.9264705882352942,-0.007352941176470588,-0.625,0.022058823529411766,-0.5147058823529411,0.3161764705882353,-0.6764705882352942,0.2647058823529412,-0.8823529411764706,0.19852941176470587,-0.6691176470588235,0.20588235294117646,-0.5588235294117647
A,0.0,0.0,-0.38686131386861317,-0.17518248175182483,-0.5547445255474452,-0.5182481751824818,-0.5474452554744526,-0.7956204379562044,-0.5474452554744526,-1.0,-0.29927007299270075,-0.8029197080291971,-0.40875912408759124,-0.9854014598540146,-0.41605839416058393,-0.7226277372262774,-0.35766423357664234,-0.6058394160583942,-0.08759124087591241,-0.8029197080291971,-0.19708029197080293,-0.9562043795620438,-0.23357664233576642,-0.656934306569343,-0.15328467153284672,-0.5766423357664233,0.11678832116788321,-0.7518248175182481,0.014598540145985401,-0.8905109489051095,-0.043795620437956206,-0.5985401459854015,0.021897810218978103,-0.5182481751824818,0.34306569343065696,-0.6715328467153284,0.24087591240875914,-0.8175182481751825,0.15328467153284672,-0.6131386861313869,0.1897810218978102,-0.5255474452554745
A,0.0,0.0,-0.3546099290780142,-0.1773049645390071,-0.49645390070921985,-0.5177304964539007,-0.48226950354609927,-0.7943262411347518,-0.48936170212765956,-1.0,-0.23404255319148937,-0.7943262411347518,-0.3546099290780142,-0.9716312056737588,-0.375886524822695,-0.7375886524822695,-0.3262411347517731,-0.6099290780141844,-0.04964539007092199,-0.7801418439716312,-0.15602836879432624,-0.9290780141843972,-0.20567375886524822,-0.6524822695035462,-0.14893617021276595,-0.5602836879432624,0.14184397163120568,-0.7304964539007093,0.03546099290780142,-0.8652482269503546,-0.03546099290780142,-0.5886524822695035,0.014184397163120567,-0.49645390070921985,0.3475177304964539,-0.6382978723404256,0.23404255319148937,-0.7943262411347518,0.14184397163120568,-0.6028368794326241,0.1702127659574468,-0.5106382978723404
