label,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41
V,0.0,0.0,-0.1382488479262673,-0.06451612903225806,-0.2350230414746544,-0.20276497695852536,-0.16589861751152074,-0.2626728110599078,-0.05069124423963134,-0.2903225806451613,-0.14285714285714285,-0.5069124423963134,-0.20276497695852536,-0.7050691244239631,-0.2304147465437788,-0.8248847926267281,-0.24423963133640553,-0.9447004608294931,-0.013824884792626729,-0.5069124423963134,0.03225806451612903,-0.7327188940092166,0.07373271889400922,-0.8709677419354839,0.11981566820276497,-1.0,0.09216589861751152,-0.4377880184331797,0.12903225806451613,-0.5576036866359447,0.06451612903225806,-0.41013824884792627,0.018433179723502304,-0.2995391705069124,0.17972350230414746,-0.33640552995391704,0.17050691244239632,-0.391705069124424,0.11059907834101383,-0.2903225806451613,0.06451612903225806,-0.2073732718894009
V,0.0,0.0,-0.13636363636363635,-0.06363636363636363,-0.22727272727272727,-0.20454545454545456,-0.15,-0.2636363636363636,-0.02727272727272727,-0.2909090909090909,-0.13636363636363635,-0.5045454545454545,-0.19090909090909092,-0.7045454545454546,-0.21818181818181817,-0.8272727272727273,-0.22727272727272727,-0.9454545454545454,-0.004545454545454545,-0.5045454545454545,0.045454545454545456,-0.7272727272727273,0.09090909090909091,-0.8681818181818182,0.13636363636363635,-1.0,0.1,-0.43636363636363634,0.1409090909090909,-0.5545454545454546,0.07727272727272727,-0.4090909090909091,0.031818181818181815,-0.3,0.18181818181818182,-0.33636363636363636,0.18181818181818182,-0.38636363636363635,0.11818181818181818,-0.2863636363636364,0.07272727272727272,-0.20454545454545456
V,0.0,0.0,-0.13513513513513514,-0.06756756756756757,-0.22522522522522523,-0.2072072072072072,-0.13963963963963963,-0.26576576576576577,-0.018018018018018018,-0.2927927927927928,-0.13513513513513514,-0.509009009009009,-0.1891891891891892,-0.7072072072072072,-0.21171171171171171,-0.8333333333333334,-0.22072072072072071,-0.9504504504504504,-0.0045045045045045045,-0.509009009009009,0.04954954954954955,-0.7297297297297297,0.0945945945945946,-0.8738738738738738,0.14414414414414414,-1.0,0.1036036036036036,-0.44144144144144143,0.14414414414414414,-0.5585585585585585,0.08108108108108109,-0.4144144144144144,0.036036036036036036,-0.30180180180180183,0.18468468468468469,-0.33783783783783783,0.18468468468468469,-0.38738738738738737,0.12612612612612611,-0.2882882882882883,0.07657657657657657,-0.2072072072072072
V,0.0,0.0,-0.13777777777777778,-0.07111111111111111,-0.2222222222222222,-0.2088888888888889,-0.13333333333333333,-0.26666666666666666,-0.008888888888888889,-0.29333333333333333,-0.13777777777777778,-0.5066666666666667,-0.19111111111111112,-0.7022222222222222,-0.21777777777777776,-0.8311111111111111,-0.2311111111111111,-0.9511111111111111,-0.0044444444444444444,-0.5066666666666667,0.04888888888888889,-0.7288888888888889,0.09777777777777778,-0.8711111111111111,0.14666666666666667,-1.0,0.10222222222222223,-0.44,0.14666666666666667,-0.5555555555555556,0.08444444444444445,-0.4088888888888889,0.04,-0.3022222222222222,0.18222222222222223,-0.3377777777777778,0.18666666666666668,-0.39111111111111113,0.13333333333333333,-0.28888888888888886,0.08444444444444445,-0.2088888888888889
V,0.0,0.0,-0.13537117903930132,-0.06986899563318777,-0.2183406113537118,-0.2052401746724891,-0.1222707423580786,-0.26200873362445415,0.0,-0.28820960698689957,-0.13537117903930132,-0.5021834061135371,-0.19213973799126638,-0.6986899563318777,-0.22270742358078602,-0.8253275109170306,-0.23580786026200873,-0.9475982532751092,0.0,-0.5021834061135371,0.05240174672489083,-0.7248908296943232,0.10043668122270742,-0.868995633187773,0.14847161572052403,-1.0,0.10480349344978165,-0.4366812227074236,0.15283842794759825,-0.5458515283842795,0.09170305676855896,-0.40611353711790393,0.048034934497816595,-0.2925764192139738,0.18777292576419213,-0.33624454148471616,0.1965065502183406,-0.388646288209607,0.13973799126637554,-0.2925764192139738,0.09606986899563319,-0.2096069868995633
V,0.0,0.0,-0.13247863247863248,-0.06837606837606838,-0.21794871794871795,-0.20085470085470086,-0.11965811965811966,-0.2564102564102564,0.008547008547008548,-0.2777777777777778,-0.14102564102564102,-0.49572649572649574,-0.19658119658119658,-0.6923076923076923,-0.2264957264957265,-0.8247863247863247,-0.24358974358974358,-0.9444444444444444,-0.004273504273504274,-0.5,0.05128205128205128,-0.7222222222222222,0.10256410256410256,-0.8675213675213675,0.15384615384615385,-1.0,0.10256410256410256,-0.4358974358974359,0.1581196581196581,-0.5384615384615384,0.09829059829059829,-0.3974358974358974,0.05555555555555555,-0.2863247863247863,0.18803418803418803,-0.3333333333333333,0.20512820512820512,-0.38461538461538464,0.14957264957264957,-0.2863247863247863,0.10683760683760683,-0.20512820512820512
V,0.0,0.0,-0.12916666666666668,-0.0625,-0.225,-0.19166666666666668,-0.13333333333333333,-0.25,-0.004166666666666667,-0.26666666666666666,-0.14583333333333334,-0.4875,-0.20833333333333334,-0.6875,-0.2375,-0.8166666666666667,-0.25833333333333336,-0.9375,-0.008333333333333333,-0.49166666666666664,0.05,-0.7208333333333333,0.10416666666666667,-0.8666666666666667,0.15,-1.0,0.1,-0.42916666666666664,0.15833333333333333,-0.5291666666666667,0.09583333333333334,-0.38333333333333336,0.05,-0.275,0.18333333333333332,-0.32916666666666666,0.20416666666666666,-0.37083333333333335,0.14583333333333334,-0.275,0.1,-0.19166666666666668
V,0.0,0.0,-0.13414634146341464,-0.056910569105691054,-0.23577235772357724,-0.18292682926829268,-0.16260162601626016,-0.23983739837398374,-0.032520325203252036,-0.25609756097560976,-0.15447154471544716,-0.4878048780487805,-0.21951219512195122,-0.6869918699186992,-0.25609756097560976,-0.8170731707317073,-0.27235772357723576,-0.9349593495934959,-0.016260162601626018,-0.4878048780487805,0.044715447154471545,-0.7195121951219512,0.1016260162601626,-0.8658536585365854,0.15447154471544716,-1.0,0.09349593495934959,-0.42276422764227645,0.14634146341463414,-0.5203252032520326,0.08536585365853659,-0.3699186991869919,0.032520325203252036,-0.2601626016260163,0.17886178861788618,-0.32113821138211385,0.1951219512195122,-0.3617886178861789,0.13414634146341464,-0.2601626016260163,0.08130081300813008,-0.17886178861788618
V,0.0,0.0,-0.13333333333333333,-0.054901960784313725,-0.24313725490196078,-0.17647058823529413,-0.1803921568627451,-0.23529411764705882,-0.054901960784313725,-0.2549019607843137,-0.1607843137254902,-0.48627450980392156,-0.22745098039215686,-0.6862745098039216,-0.25882352941176473,-0.8156862745098039,-0.2784313725490196,-0.9333333333333333,-0.0196078431372549,-0.49019607843137253,0.043137254901960784,-0.7176470588235294,0.10588235294117647,-0.8666666666666667,0.1607843137254902,-1.0,0.09019607843137255,-0.4235294117647059,0.13725490196078433,-0.5176470588235295,0.07450980392156863,-0.36470588235294116,0.023529411764705882,-0.25098039215686274,0.17647058823529413,-0.3215686274509804,0.1843137254901961,-0.3568627450980392,0.12156862745098039,-0.25882352941176473,0.06666666666666667,-0.1803921568627451
V,0.0,0.0,-0.13307984790874525,-0.049429657794676805,-0.24714828897338403,-0.17110266159695817,-0.19011406844106463,-0.23193916349809887,-0.06844106463878327,-0.25475285171102663,-0.1596958174904943,-0.4866920152091255,-0.22813688212927757,-0.6806083650190115,-0.2623574144486692,-0.8098859315589354,-0.2813688212927757,-0.9277566539923955,-0.022813688212927757,-0.49049429657794674,0.04182509505703422,-0.7186311787072244,0.10646387832699619,-0.8669201520912547,0.1634980988593156,-1.0,0.08745247148288973,-0.4220532319391635,0.13307984790874525,-0.5171102661596958,0.06844106463878327,-0.3650190114068441,0.015209125475285171,-0.2509505703422053,0.17490494296577946,-0.3193916349809886,0.17870722433460076,-0.3574144486692015,0.11406844106463879,-0.2585551330798479,0.057034220532319393,-0.18250950570342206
V,0.0,0.0,-0.13138686131386862,-0.051094890510948905,-0.24087591240875914,-0.1678832116788321,-0.1897810218978102,-0.22992700729927007,-0.06934306569343066,-0.25547445255474455,-0.16058394160583941,-0.48905109489051096,-0.23357664233576642,-0.6788321167883211,-0.2664233576642336,-0.8065693430656934,-0.2846715328467153,-0.9233576642335767,-0.021897810218978103,-0.49635036496350365,0.040145985401459854,-0.7226277372262774,0.09854014598540146,-0.8686131386861314,0.15328467153284672,-1.0,0.08759124087591241,-0.42700729927007297,0.12773722627737227,-0.5182481751824818,0.06569343065693431,-0.3686131386861314,0.014598540145985401,-0.25547445255474455,0.17153284671532848,-0.3248175182481752,0.17518248175182483,-0.36496350364963503,0.11313868613138686,-0.26277372262773724,0.058394160583941604,-0.18613138686131386
V,0.0,0.0,-0.13167259786476868,-0.05338078291814947,-0.23487544483985764,-0.17437722419928825,-0.1708185053380783,-0.23487544483985764,-0.046263345195729534,-0.25622775800711745,-0.15658362989323843,-0.4875444839857651,-0.2277580071174377,-0.6725978647686833,-0.26334519572953735,-0.800711743772242,-0.2846975088967972,-0.9181494661921709,-0.017793594306049824,-0.49110320284697506,0.03914590747330961,-0.7188612099644128,0.09608540925266904,-0.8683274021352313,0.1494661921708185,-1.0,0.09252669039145907,-0.42704626334519574,0.13523131672597866,-0.5160142348754448,0.07473309608540925,-0.3665480427046263,0.028469750889679714,-0.25622775800711745,0.17793594306049823,-0.3202846975088968,0.18505338078291814,-0.36298932384341637,0.12455516014234876,-0.2669039145907473,0.07829181494661921,-0.18861209964412812
