label,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41
A,0.0,0.0,0.4069264069264069,-0.04329004329004329,0.7402597402597403,-0.3203463203463203,0.8528138528138528,-0.6493506493506493,0.974025974025974,-0.8658008658008658,0.6536796536796536,-0.7056277056277056,0.7532467532467533,-1.0,0.658008658008658,-0.7142857142857143,0.6060606060606061,-0.5930735930735931,0.4069264069264069,-0.7619047619047619,0.47619047619047616,-0.987012987012987,0.39826839826839827,-0.6320346320346321,0.3722943722943723,-0.5887445887445888,0.16883116883116883,-0.7792207792207793,0.2077922077922078,-0.9696969696969697,0.15151515151515152,-0.6277056277056277,0.1471861471861472,-0.5930735930735931,-0.08225108225108226,-0.7748917748917749,-0.03463203463203463,-0.9393939393939394,-0.03463203463203463,-0.7012987012987013,-0.047619047619047616,-0.6320346320346321
A,0.0,0.0,0.29118773946360155,-0.11494252873563218,0.4559386973180077,-0.4367816091954023,0.44061302681992337,-0.7432950191570882,0.4559386973180077,-0.9616858237547893,0.2681992337164751,-0.7969348659003831,0.20306513409961685,-1.0,0.20306513409961685,-0.7547892720306514,0.2222222222222222,-0.6398467432950191,0.034482758620689655,-0.7816091954022989,-0.05747126436781609,-0.9310344827586207,-0.0038314176245210726,-0.6206896551724138,0.06513409961685823,-0.5938697318007663,-0.1724137931034483,-0.7279693486590039,-0.2681992337164751,-0.8199233716475096,-0.19157088122605365,-0.5517241379310345,-0.1111111111111111,-0.5363984674329502,-0.3563218390804598,-0.6551724137931034,-0.4329501915708812,-0.7318007662835249,-0.36398467432950193,-0.5517241379310345,-0.29118773946360155,-0.5172413793103449
A,0.0,0.0,0.4050632911392405,-0.12658227848101267,0.6582278481012658,-0.3881856540084388,0.7215189873417721,-0.6666666666666666,0.7890295358649789,-0.8565400843881856,0.5189873417721519,-0.7046413502109705,0.5611814345991561,-0.9578059071729957,0.5358649789029536,-0.7679324894514767,0.5063291139240507,-0.5949367088607594,0.3080168776371308,-0.7510548523206751,0.3291139240506329,-1.0,0.3037974683544304,-0.7215189873417721,0.2911392405063291,-0.5611814345991561,0.09282700421940929,-0.7637130801687764,0.10970464135021098,-0.9746835443037974,0.0970464135021097,-0.6919831223628692,0.08438818565400844,-0.5527426160337553,-0.14345991561181434,-0.7341772151898734,-0.10970464135021098,-0.9324894514767933,-0.08860759493670886,-0.729957805907173,-0.08860759493670886,-0.6160337552742616
A,0.0,0.0,0.3672316384180791,-0.10451977401129943,0.6299435028248588,-0.4293785310734463,0.6892655367231638,-0.7429378531073446,0.768361581920904,-0.9548022598870056,0.4406779661016949,-0.8559322033898306,0.556497175141243,-1.0,0.5112994350282486,-0.7175141242937854,0.4322033898305085,-0.6412429378531074,0.20056497175141244,-0.8870056497175142,0.3050847457627119,-0.9519774011299436,0.2909604519774011,-0.5988700564971752,0.22598870056497175,-0.5819209039548022,-0.031073446327683617,-0.844632768361582,0.0480225988700565,-0.827683615819209,0.06779661016949153,-0.5169491525423728,0.025423728813559324,-0.53954802259887,-0.2570621468926554,-0.7627118644067796,-0.18361581920903955,-0.751412429378531,-0.1271186440677966,-0.5338983050847458,-0.14124293785310735,-0.53954802259887
A,0.0,0.0,0.3651226158038147,-0.1907356948228883,0.5504087193460491,-0.48501362397820164,0.5613079019073569,-0.7465940054495913,0.5940054495912807,-0.9373297002724795,0.36239782016348776,-0.7384196185286104,0.40599455040871935,-0.9918256130790191,0.4114441416893733,-0.7956403269754768,0.37329700272479566,-0.6457765667574932,0.16348773841961853,-0.7520435967302452,0.20435967302452315,-1.0,0.21798365122615804,-0.7220708446866485,0.17983651226158037,-0.5885558583106267,-0.04087193460490463,-0.7302452316076294,0.0027247956403269754,-0.9455040871934605,0.0326975476839237,-0.659400544959128,0.0,-0.5449591280653951,-0.2670299727520436,-0.670299727520436,-0.2125340599455041,-0.8746594005449592,-0.14713896457765668,-0.6784741144414169,-0.15258855585831063,-0.5749318801089919
A,0.0,0.0,0.4,-0.10416666666666667,0.6375,-0.39166666666666666,0.7166666666666667,-0.6791666666666667,0.7916666666666666,-0.875,0.525,-0.7416666666666667,0.6333333333333333,-1.0,0.6166666666666667,-0.7958333333333333,0.5541666666666667,-0.6375,0.325,-0.7791666666666667,0.4166666666666667,-0.975,0.38333333333333336,-0.6625,0.32083333333333336,-0.5458333333333333,0.11666666666666667,-0.7791666666666667,0.19583333333333333,-0.9208333333333333,0.16666666666666666,-0.6083333333333333,0.11666666666666667,-0.5291666666666667,-0.125,-0.75,-0.020833333333333332,-0.9,-0.008333333333333333,-0.675,-0.041666666666666664,-0.5958333333333333
A,0.0,0.0,0.3744493392070485,-0.06607929515418502,0.6475770925110133,-0.3656387665198238,0.7180616740088106,-0.6696035242290749,0.7709251101321586,-0.8986784140969163,0.5022026431718062,-0.8546255506607929,0.6035242290748899,-1.0,0.5770925110132159,-0.7268722466960352,0.5110132158590308,-0.5770925110132159,0.2511013215859031,-0.9074889867841409,0.3436123348017621,-0.8722466960352423,0.32599118942731276,-0.5110132158590308,0.28634361233480177,-0.4581497797356828,0.004405286343612335,-0.8766519823788547,0.0881057268722467,-0.73568281938326,0.09691629955947137,-0.42731277533039647,0.06607929515418502,-0.41409691629955947,-0.23348017621145375,-0.801762114537445,-0.15418502202643172,-0.6960352422907489,-0.11013215859030837,-0.47577092511013214,-0.12334801762114538,-0.4669603524229075
A,0.0,0.0,0.35135135135135137,-0.05405405405405406,0.5945945945945946,-0.3474903474903475,0.667953667953668,-0.640926640926641,0.7065637065637066,-0.8378378378378378,0.5096525096525096,-0.6988416988416989,0.5714285714285714,-0.9382239382239382,0.525096525096525,-0.6718146718146718,0.4749034749034749,-0.555984555984556,0.30115830115830117,-0.7567567567567568,0.3590733590733591,-1.0,0.3359073359073359,-0.6833976833976834,0.29343629343629346,-0.61003861003861,0.0888030888030888,-0.7644787644787645,0.13127413127413126,-1.0,0.13513513513513514,-0.694980694980695,0.10038610038610038,-0.6216216216216216,-0.14285714285714285,-0.7451737451737451,-0.10810810810810811,-0.9498069498069498,-0.06177606177606178,-0.749034749034749,-0.05791505791505792,-0.6563706563706564
A,0.0,0.0,0.3173431734317343,-0.12546125461254612,0.4870848708487085,-0.4132841328413284,0.4944649446494465,-0.6457564575645757,0.45387453874538747,-0.8044280442804428,0.44280442804428044,-0.7047970479704797,0.5498154981549815,-0.940959409594096,0.5756457564575646,-0.7232472324723247,0.5129151291512916,-0.5977859778597786,0.2988929889298893,-0.7343173431734318,0.41697416974169743,-1.0,0.45018450184501846,-0.7306273062730627,0.3763837638376384,-0.6125461254612546,0.14022140221402213,-0.7306273062730627,0.25092250922509224,-0.955719557195572,0.3025830258302583,-0.7047970479704797,0.23985239852398524,-0.5904059040590406,-0.04797047970479705,-0.7011070110701108,0.08487084870848709,-0.8929889298892989,0.15867158671586715,-0.7195571955719557,0.11808118081180811,-0.6088560885608856
A,0.0,0.0,0.2791519434628975,-0.08480565371024736,0.43109540636042404,-0.3498233215547703,0.43109540636042404,-0.6395759717314488,0.3957597173144876,-0.8657243816254417,0.31448763250883394,-0.7314487632508834,0.24028268551236748,-0.9681978798586572,0.19081272084805653,-0.7491166077738516,0.2049469964664311,-0.6042402826855123,0.10247349823321555,-0.7491166077738516,0.028268551236749116,-1.0,0.0035335689045936395,-0.7173144876325088,0.05653710247349823,-0.6183745583038869,-0.0812720848056537,-0.734982332155477,-0.1625441696113074,-0.950530035335689,-0.1625441696113074,-0.7173144876325088,-0.0989399293286219,-0.6289752650176679,-0.24381625441696114,-0.6925795053003534,-0.31802120141342755,-0.8586572438162544,-0.2968197879858657,-0.7208480565371025,-0.2332155477031802,-0.6395759717314488
